question_id	source_material	image_reference	generated_text	generated_answers_json	generated_eval_difficulty	generated_eval_pedagogy	generated_eval_clarity	generated_eval_distractors	generated_eval_comments	generated_eval_guessed_correctly	reviewed_text	reviewed_answers_json	reviewed_eval_difficulty	reviewed_eval_pedagogy	reviewed_eval_clarity	reviewed_eval_distractors	reviewed_eval_comments	reviewed_eval_guessed_correctly	final_text	final_answers_json	changes_gen_rev_status	changes_gen_rev_lev_question	changes_gen_rev_lev_answers	changes_gen_rev_rel_lev_question	changes_gen_rev_rel_lev_answers	changes_rev_man_status	changes_rev_man_lev_question	changes_rev_man_lev_answers	changes_rev_man_rel_lev_question	changes_rev_man_rel_lev_answers
GP_Tema3_91295722	GP_Tema3.pptx		En la jerarquia normativa de la Unió Europea, quins tipus de normes es troben al nivell superior?	"{""correct"": ""Directives, Reglaments i Decisions"", ""distractors"": [""Lleis, Reials Decrets i Ordres"", ""Ordenances municipals i decrets"", ""Normes ISO i estàndards EN""], ""explanation"": ""La diapositiva 24 classifica Directives, Reglaments i Decisions dins de l'àmbit de la Unió Europea.""}"	0.5	0.8	0.9	0.7	The question effectively assesses knowledge of EU legal hierarchy with plausible distractors, though some distractors are clearly out of context for EU law.	True	En la jerarquia normativa de la Unió Europea, quins tipus de normes es troben al nivell superior?	"{""correct"": ""Directives, Reglaments i Decisions"", ""distractors"": [""Tractats, Reglaments i Directives"", ""Lleis, Reials Decrets i Ordres"", ""Normes ISO i estàndards EN""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses knowledge of EU legal hierarchy, with plausible distractors, though one option is clearly outside the scope of EU law.		En la jerarquia normativa de la Unió Europea, quins tipus de normes es troben al nivell superior?	"{""correct"": ""Directives, Reglaments i Decisions"", ""distractors"": [""Normes ISO i estàndards EN"", ""Lleis, Reials Decrets i Ordres"", ""Tractats, Reglaments i Directives""], ""explanation"": """"}"	modified	0	45	0.0000	0.3629	unchanged	0	0	0.0000	0.0000
GP_Tema3_30886044	GP_Tema3.pptx		Quina via d'avaluació de conformitat per al marcat CE es coneix com a 'Autocertificació'?	"{""correct"": ""L'avaluació de conformitat d'acord amb normes harmòniques existents"", ""distractors"": [""L'avaluació mitjançant l'expedient tècnic de fabricació (TCF) quan no hi ha normes"", ""L'auditoria externa realitzada obligatòriament pel Ministeri d'Indústria"", ""La certificació basada exclusivament en la reputació de la marca""], ""explanation"": ""La diapositiva 28 descriu la ruta A (Autocertificació) com l'ús d'estàndards harmonitzats.""}"	0.5	0.8	0.9	0.7	This question effectively tests knowledge of CE marking conformity assessment routes, with clear options and plausible distractors that could easily confuse someone without proper understanding.	True	Quina via d'avaluació de conformitat per al marcat CE es coneix com a 'Autocertificació'?	"{""correct"": ""L'avaluació de conformitat d'acord amb normes harmonitzades existents"", ""distractors"": [""L'avaluació mitjançant l'expedient tècnic de fabricació (TCF) quan no hi ha normes aplicables"", ""L'auditoria externa realitzada obligatòriament pel Ministeri d'Indústria espanyol"", ""La certificació basada en la reputació general del fabricant sense avaluació tècnica""], ""explanation"": """"}"	0.65	0.8	0.9	0.75	The question effectively assesses knowledge of CE marking conformity assessment, with clear options and plausible distractors, making it moderately difficult but pedagogically valuable.	True	Quina via d'avaluació de conformitat per al marcat CE es coneix com a 'Autocertificació'?	"{""correct"": ""L'avaluació de conformitat d'acord amb normes harmonitzades existents"", ""distractors"": [""La certificació basada en la reputació general del fabricant sense avaluació tècnica"", ""L'auditoria externa realitzada obligatòriament pel Ministeri d'Indústria espanyol"", ""L'avaluació mitjançant l'expedient tècnic de fabricació (TCF) quan no hi ha normes aplicables""], ""explanation"": """"}"	modified	0	68	0.0000	0.2361	unchanged	0	0	0.0000	0.0000
GP_Tema3_74530658	GP_Tema3.pptx		En el control de projectes, quina diferència hi ha entre 'Milestones' i 'Deliverables'?	"{""correct"": ""Milestone és un objectiu assolit en una data i Deliverable és la situació o entregable en una data determinada"", ""distractors"": [""Milestone es refereix al cost i Deliverable al temps"", ""Deliverable és un objectiu intern i Milestone és un pagament del client"", ""No hi ha diferència, són sinònims en la gestió de projectes""], ""explanation"": ""La diapositiva 30 defineix Milestones com a objectiu assolit i Deliverables com a situació en data determinada.""}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of key project management terms, with a clear correct answer and plausible, albeit imperfect, distractors leading to a moderate difficulty.	True	En el control de projectes, quina diferència hi ha entre 'Fites' (Milestones) i 'Resultats' (Deliverables)?	"{""correct"": ""Una fita és un punt de control dins del projecte, mentre que un resultat és un producte o servei tangible generat al final d'una etapa"", ""distractors"": [""Una fita és sempre un pagament del client, mentre que un resultat és un objectiu intern amb pressupost"", ""No hi ha cap diferència significativa, ja que ambdós termes són sinònims en la gestió de projectes"", ""Una fita es refereix exclusivament al període de temps i un resultat al cost total del projecte""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of key project management terms, with a clear correct answer and reasonably plausible distractors for those unfamiliar with the concepts.	True	En el control de projectes, quina diferència hi ha entre 'Fites' (Milestones) i 'Resultats' (Deliverables)?	"{""correct"": ""Una fita és un punt de control i un resultat és algo tangible generat al final d'una etapa"", ""distractors"": [""Una fita es refereix al període de temps i un resultat al cost total del projecte"", ""No hi ha diferència significativa, ja que ambdós termes són sinònims en la gestió de projectes"", ""Una fita és sempre un pagament del client, mentre que un resultat és un objectiu intern amb pressupost""], ""explanation"": """"}"	modified	22	296	0.2529	1.0034	modified	0	65	0.0000	0.1505
GP_Tema3_52962169	GP_Tema3.pptx		En el mètode del valor afegit (AEI), què representa la variable 'Estimado' (E) o BCWP?	"{""correct"": ""Gastos segons el planificat d'acord amb el treball realment executat"", ""distractors"": [""Gastos reals o acumulats fins a la data"", ""Gasto planificat total segons el calendari inicial (sense tenir en compte l'execució)"", ""El benefici net esperat en acabar el projecte""], ""explanation"": ""La diapositiva 31 defineix Estimado (E) com BCWP (Budgeted Cost of Work Performed).""}"	0.6	0.8	0.9	0.7	The question effectively assesses understanding of a key concept in Earned Value Management, with clear options and reasonably plausible distractors for those not fully grasping the definition.	True	En el mètode del valor afegit (EVM), què representa la variable 'Valor guanyat' (EV) o BCWP?	"{""correct"": ""El cost pressupostat del treball realitzat com a planificat"", ""distractors"": [""El cost real incorregut pel treball fins a la data"", ""El cost pressupostat del treball programat fins a la data"", ""El benefici net esperat en finalitzar el projecte""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses a core EVM concept with clear options and plausible distractors, making it moderately difficult but pedagogically valuable for university students.	True			modified	16	149	0.1860	0.6208	removed	0	0	0.0000	0.0000
GP_Tema3_86098836	GP_Tema3.pptx		Si en un gràfic de control AEI la corba de Gasto Real (A) està per sobre de l'Estimado (E), i l'Estimado (E) està per sota de l'Inicial (I), quina és la situació del projecte?	"{""correct"": ""Retardat i amb sobrecost"", ""distractors"": [""Avançat i sota cost"", ""Avançat i amb sobrecost"", ""Retardat i sota cost""], ""explanation"": ""Segons la lògica de les diapositives 33-34: Si E < I, s'ha fet menys feina de la planificada (retard). Si A > E, s'ha gastat més del que val la feina feta (sobrecost).""}"	0.6	0.8	0.9	0.7	The question effectively tests understanding of AEI control chart interpretation, with clear conditions and plausible distractors that represent common project statuses.	True	Si en un gráfico de control EVA (Valor Ganado) la curva de Gasto Real (AC) está por encima del Valor Ganado (EV), y el Valor Ganado (EV) está por debajo del Costo Planificado (PV), ¿cuál es la situación del proyecto?	"{""correct"": ""Retrasado y con sobrecosto"", ""distractors"": [""Avanzado y por debajo del costo"", ""Avanzado y con sobrecosto"", ""Retrasado y por debajo del costo""], ""explanation"": """"}"	0.6	0.9	0.8	0.8	This question effectively assesses understanding of EVM metrics, requiring a correct interpretation of AC > EV (over budget) and EV < PV (behind schedule), with plausible distractors.	True	Si en un gràfic de control EVA (Valor Guanyat) la corba de Despesa Real (AC) està per damunt del Valor Guanyat (EV), i el Valor Guanyat (EV) està per sota del Cost Planificat (PV), quina és la situació del projecte?	"{""correct"": ""Endarrerit i amb sobrecost"", ""distractors"": [""Endarrerit i per sota del cost"", ""Avançat i amb sobrecost"", ""Avançat i per sota del cost""], ""explanation"": """"}"	modified	85	54	0.4857	0.6067	modified	50	50	0.2315	0.4274
GP_Tema3_33772373	GP_Tema3.pptx		Quin tipus de tancament de projecte es descriu com 'Perpetu'?	"{""correct"": ""Aquell que sembla no acabar mai a causa de la constant addició de nous petits canvis"", ""distractors"": [""Aquell que es finalitza abans de temps per entrar al mercat"", ""Aquell que es transfereix al client completament finalitzat"", ""Aquell que s'atura perquè s'ha definit incorrectament""], ""explanation"": ""La diapositiva 36 defineix el tancament perpetu per la constant addició de canvis.""}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of a specific project closure type, with clear options and reasonably plausible distractors, making it a good pedagogical tool of moderate difficulty.	True	Quin tipus de tancament de projecte es descriu com a 'Perpetu'?	"{""correct"": ""Aquell que sembla no acabar mai a causa de la contínua addició de nous petits canvis"", ""distractors"": [""Aquell que es finalitza abans de temps per a una ràpida entrada al mercat"", ""Aquell que es transfereix al client un cop està completament acabat"", ""Aquell que s'atura perquè l'abast original es va definir incorrectament""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of a specific type of project closure, with clear options and reasonably plausible distractors, though some might be too easily dismissed.	True	Quin tipus de tancament de projecte es descriu com a 'Perpetu'?	"{""correct"": ""Aquell que sembla no acabar mai a causa de la contínua addició de nous petits canvis"", ""distractors"": [""Aquell que s'atura perquè l'abast original es va definir incorrectament"", ""Aquell que es transfereix al client un cop està completament acabat"", ""Aquell que es finalitza abans de temps per a una ràpida entrada al mercat""], ""explanation"": """"}"	modified	2	59	0.0328	0.2287	unchanged	0	0	0.0000	0.0000
GP_Tema3_18053825	GP_Tema3.pptx		Per què es pot produir un tancament 'Prematur' d'un projecte?	"{""correct"": ""Per pressió per obtenir beneficis amb una entrada anticipada al mercat, eliminant parts del projecte"", ""distractors"": [""Perquè el projecte no és viable tècnicament"", ""Per la redefinició constant de l'abast"", ""Per l'èxit absolut en totes les fases abans del previst""], ""explanation"": ""La diapositiva 36 associa el tancament prematur a l'entrada anticipada al mercat ('Time to market').""}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of a specific project management concept, with clear options and reasonably plausible distractors for a student familiar with the course material.	True	Quin dels següents és un motiu plausible per a un tancament prematur d'un projecte?	"{""correct"": ""La pressió per obtenir beneficis mitjançant una entrada anticipada al mercat, prescindint de certes parts del projecte"", ""distractors"": [""La inviabilitat tècnica confirmada del projecte durant les fases inicials"", ""La redefinició constant i no controlada de l'abast del projecte"", ""L'assoliment de tots els objectius del projecte molt abans del previst originalment""], ""explanation"": """"}"	0.6	0.8	0.9	0.7	The question effectively assesses understanding of project closure reasons, with plausible distractors, though one points to project success rather than premature closure.	True	Quin dels següents és un motiu plausible per a un tancament prematur d'un projecte?	"{""correct"": ""La pressió per obtenir beneficis mitjançant una entrada anticipada al mercat, prescindint de certes parts del projecte"", ""distractors"": [""L'assoliment de tots els objectius del projecte molt abans del previst originalment"", ""La redefinició constant i no controlada de l'abast del projecte"", ""La inviabilitat tècnica confirmada del projecte durant les fases inicials""], ""explanation"": """"}"	modified	38	160	0.6230	0.6695	unchanged	0	0	0.0000	0.0000
GP_Tema3_78725564	GP_Tema3.pptx		Aquin grup destinatari pertany el 'Manual d'Instal·lació, Ús i Manteniment' en el tancament del projecte?	"{""correct"": ""Al client o usuari final"", ""distractors"": [""Al departament de producció"", ""Al departament de compres"", ""Al departament de màrqueting""], ""explanation"": ""La diapositiva 41 llista el Manual d'Uso i Manteniment com a documentació per al client.""}"	0.3	0.7	0.9	0.6	The question is clear and assesses a relevant concept in project management, though the distractors are somewhat plausible if the student is not familiar with typical project deliverables.	True	Aquin grup destinatari pertany el 'Manual d'Instal·lació, Ús i Manteniment' en el tancament del projecte?	"{""correct"": ""Al client o usuari final"", ""distractors"": [""Al departament de producció"", ""Al departament de compres"", ""Al departament de màrqueting""], ""explanation"": """"}"	0.3	0.7	0.9	0.6	The question is clear and assesses a fundamental concept of project delivery, with plausible but not overly misleading distractors, making it moderately easy for a university student in a relevant field.	True	A quin grup destinatari pertany el 'Manual d'Instal·lació, Ús i Manteniment' en el tancament del projecte?	"{""correct"": ""Al client o usuari final"", ""distractors"": [""Al departament de màrqueting"", ""Al departament de compres"", ""Al departament de producció""], ""explanation"": """"}"	unchanged	0	0	0.0000	0.0000	modified	1	0	0.0095	0.0000
GP_Tema3_18326960	GP_Tema3.pptx		Dins de la documentació per a fabricació, què es considera 'Documentació de control'?	"{""correct"": ""Esquemàtics, plànols de targetes, Gerber de les PCBs i llistats de cartes de control"", ""distractors"": [""Plànols mecànics i seqüència de muntatge"", ""Plànols elèctrics elaborats en EPLAN"", ""Protocol d'inspecció per certificació de qualitat""], ""explanation"": ""La diapositiva 40 classifica els Gerber i esquemàtics de circuits sota 'Documentació de control'.""}"	0.5	0.7	0.9	0.6	The question effectively assesses a specific knowledge point about manufacturing documentation, with clear options and reasonably plausible distractors, making it moderately difficult for someone who has studied the material.	True	Dins de la documentació per a fabricació, quin element es classifica com a 'Documentació de control'?	"{""correct"": ""Esquemàtics, plànols de targetes, `Gerber` de les `PCB` i llistats de cartes de control"", ""distractors"": [""Plànols mecànics i seqüències de muntatge"", ""Plànols elèctrics elaborats amb `EPLAN`"", ""Protocols d'inspecció per a certificació de qualitat""], ""explanation"": """"}"	0.6	0.8	0.9	0.7	The question effectively assesses knowledge of specific documentation types within manufacturing control, distinguishing control-oriented elements from general design or certification documents.	True	Dins de la documentació per a fabricació, quin element es classifica com a 'Documentació de control'?	"{""correct"": ""Esquemàtics, plànols de targetes, `Gerber` de les `PCB` i llistats de cartes de control"", ""distractors"": [""Protocols d'inspecció per a certificació de qualitat"", ""Plànols elèctrics elaborats amb `EPLAN`"", ""Plànols mecànics i seqüències de muntatge""], ""explanation"": """"}"	modified	22	14	0.2588	0.0660	unchanged	0	0	0.0000	0.0000
GP_Tema3_75525043	GP_Tema3.pptx		Quin és l'objectiu principal de realitzar un 'Projecte Fallit' com a tipus de tancament?	"{""correct"": ""Donar per conclòs el projecte el més aviat possible per no seguir invertint en un projecte inviable"", ""distractors"": [""Transferir el projecte al client encara que no funcioni"", ""Afegir canvis constantment fins que funcioni"", ""Accelerar la producció per recuperar la inversió ràpidament""], ""explanation"": ""La diapositiva 36 indica que en projectes mal definits o amb riscos no avaluats, cal tancar-los ràpidament per evitar més pèrdues.""}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of project closure strategies, with clear options and plausible distractors that represent common misunderstandings or poor practices.	True	Quin és l'objectiu principal de realitzar un 'Projecte Fallit' com a tipus de tancament?	"{""correct"": ""Finalitzar el projecte de manera ràpida per evitar inversions addicionals en una iniciativa inviable"", ""distractors"": [""Lliurar el projecte al client malgrat que no compleixi els objectius definits"", ""Introduir modificacions contínuament fins que el projecte aconsegueixi els resultats esperats"", ""Incrementar la producció per mitigar les pèrdues de la inversió inicial ràpidament""], ""explanation"": """"}"	0.5	0.8	0.9	0.7	The question effectively assesses understanding of a 'Failed Project' as a closure type, with clear language and plausible distractors, though some might find the concept moderately challenging.	True	Quin és l'objectiu principal de realitzar un 'Projecte Fallit' com a tipus de tancament?	"{""correct"": ""Finalitzar el projecte de manera ràpida per evitar inversions addicionals en una iniciativa inviable"", ""distractors"": [""Incrementar la producció per mitigar les pèrdues de la inversió inicial ràpidament"", ""Introduir modificacions contínuament fins que el projecte aconsegueixi els resultats esperats"", ""Lliurar el projecte al client malgrat que no compleixi els objectius definits""], ""explanation"": """"}"	modified	0	200	0.0000	0.7692	unchanged	0	0	0.0000	0.0000
